name,noc,team,sport,sex,age,event,rank,medal
Haase Camila,CRC,Costa Rica,Swimming,Female,21,Women's 100m Backstroke - S9,NA,NA
Haase Camila,CRC,Costa Rica,Swimming,Female,21,Women's 100m Breaststroke - SB8,NA,NA
Haase Camila,CRC,Costa Rica,Swimming,Female,21,Women's 200m Individual Medley - SM9,NA,NA
Habsch Roger,BEL,Belgium,Athletics,Male,42,Men's 100m - T51,3,Bronze
Habsch Roger,BEL,Belgium,Athletics,Male,42,Men's 200m - T51,3,Bronze
Habscheid Tom,LUX,Luxembourg,Athletics,Male,35,Men's Shot Put - F63,4,NA
Hadimi Ayoub,MAR,Morocco,Football 5-a-side,Male,22,Men,3,Bronze
Haehnlein Stefan,GER,Germany,Sitting Volleyball,Male,31,Men,6,NA
Haenen Chantal,NED,Netherlands,Cycling Road,Female,24,Women's H5 Road Race,NA,NA
Haenen Chantal,NED,Netherlands,Cycling Road,Female,24,Women's H4-5 Time Trial,4,NA
Haenen Gitte,BEL,Belgium,Athletics,Female,35,Women's 100m - T63,NA,NA
Haenen Gitte,BEL,Belgium,Athletics,Female,35,Women's Long Jump - T63,9,NA
Haeusler Nicole,SUI,Switzerland,Shooting,Female,42,R4 - Mixed 10m Air Rifle Standing SH2,20,NA
Haeusler Nicole,SUI,Switzerland,Shooting,Female,42,R5 - Mixed 10m Air Rifle Prone SH2,13,NA
Haga Masayuki,JPN,Japan,Wheelchair Rugby,Male,36,Mixed,3,Bronze
Hagino Mayo,JPN,Japan,Wheelchair Basketball,Female,28,Women,6,NA
Hagiwara Norika,JPN,Japan,Goalball,Female,20,Women,3,Bronze
Hahn Sophie,GBR,Great Britain,Athletics,Female,24,Women's 100m - T38,1,Gold
Haizelden Joy,GBR,Great Britain,Wheelchair Basketball,Female,22,Women,7,NA
Hajiyeva Shahana,AZE,Azerbaijan,Judo,Female,21,Women -48 kg,1,Gold
Hajmasi Eva Andrea,HUN,Hungary,Wheelchair Fencing,Female,34,Women's Foil Individual - Category A,4,NA
Hajmasi Eva Andrea,HUN,Hungary,Wheelchair Fencing,Female,34,Women's Sabre Individual - Category A,4,NA
Hajmasi Eva Andrea,HUN,Hungary,Wheelchair Fencing,Female,34,Women's Foil Team,3,Bronze
Hakizimana Parfait,RPT,Refugee Paralympic Team,Taekwondo,Male,33,Men K44 -61kg,NA,NA
Halabi Bashar,ISR,Israel,Swimming,Male,25,Men's 100m Breaststroke - SB4,NA,NA
Halevi Erel,ISR,Israel,Swimming,Female,30,Women's 100m Freestyle - S7,NA,NA
Halevi Erel,ISR,Israel,Swimming,Female,30,Women's 400m Freestyle - S7,7,NA
Halevi Erel,ISR,Israel,Swimming,Female,30,Women's 100m Backstroke - S7,6,NA
Halgahawela Palitha,SRI,Sri Lanka,Athletics,Male,28,Men's Shot Put - F63,5,NA
Halko Alexa,USA,United States of America,Athletics,Female,21,Women's 100m - T34,6,NA
Halko Alexa,USA,United States of America,Athletics,Female,21,Women's 800m - T34,3,Bronze
Hall Brenden,AUS,Australia,Swimming,Male,28,Men's 400m Freestyle - S9,4,NA
Hall Brenden,AUS,Australia,Swimming,Male,28,Men's 100m Backstroke - S9,8,NA
Hall Brenden,AUS,Australia,Swimming,Male,28,Men's 100m Butterfly - S9,NA,NA
Hall Jeremy,CAN,Canada,Rowing,Male,30,PR2 Mixed Double Sculls - PR2Mix2x,12,NA
Haller Jan,GER,Germany,Wheelchair Basketball,Male,32,Men,7,NA
Halouski Aliaksandr,GER,Germany,Wheelchair Basketball,Male,34,Men,7,NA
Hamadtou Ibrahim Elhusseiny,EGY,Egypt,Table Tennis,Male,48,Men's Team - Classes 6-7,5,NA
Hamadtou Ibrahim Elhusseiny,EGY,Egypt,Table Tennis,Male,48,Men's Singles - Class 6,NA,NA
Hamer Judith,GBR,Great Britain,Wheelchair Basketball,Female,30,Women,7,NA
Hamer Thomas,GBR,Great Britain,Swimming,Male,23,Men's 200m Freestyle - S14,NA,NA
Hamidou Abdou Fati,NIG,Niger,Athletics,Female,39,Women's Shot Put - F57,15,NA
Hammad Hanaa Ahmed,EGY,Egypt,Table Tennis,Female,42,Women's Singles - Class 6,NA,NA
Hamman Reinhardt,RSA,South Africa,Athletics,Male,31,Men's Javelin Throw - F38,6,NA
Hammer Chris,USA,United States of America,Triathlon,Male,35,Men's PTS5,4,NA
Hamrani Gal,ISR,Israel,Goalball,Female,28,Women,6,NA
Hamri Lynda,ALG,Algeria,Athletics,Female,32,Women's Long Jump - T12,3,Bronze
Hamzic Dzevad,BIH,Bosnia and Herzegovina,Sitting Volleyball,Male,53,Men,3,Bronze
Hance Benjamin James,AUS,Australia,Swimming,Male,21,Men's 100m Backstroke - S14,1,Gold
Hance Benjamin James,AUS,Australia,Swimming,Male,21,Men's 100m Butterfly - S14,3,Bronze
Hance Benjamin James,AUS,Australia,Swimming,Male,21,Mixed 4x100m Freestyle Relay - S14,2,Silver
Handler Philipp,SUI,Switzerland,Athletics,Male,29,Men's 100m - T13,7,NA
Hangai Shizuka,JPN,Japan,Judo,Female,33,Women -48 kg,5,NA
Hanquinquant Alexis,FRA,France,Triathlon,Male,35,Men's PTS4,1,Gold
Hansen Danielle,USA,United States of America,Rowing,Female,27,PR3 Mixed Coxed Four - PR3Mix4+,2,Silver
Hanyn Hicham,MAR,Morocco,Athletics,Male,27,Men's Marathon - T12,12,NA
Haponenko Vitalii,UKR,Ukraine,Goalball,Male,26,Men,7,NA
Harding Sam,AUS,Australia,Athletics,Male,30,Men's 1500m - T13,11,NA
Hareza Patrycja,POL,Poland,Wheelchair Fencing,Female,30,Women's Épée Individual - Category B,9,NA
Hareza Patrycja,POL,Poland,Wheelchair Fencing,Female,30,Women's Épée Team,6,NA
Harnyk Anastasiia,UKR,Ukraine,Judo,Female,25,Women +70 kg,5,NA
Harrison Andrew,AUS,Australia,Wheelchair Rugby,Male,34,Mixed,4,NA
Hart Corbin,NZL,New Zealand,Canoe Sprint,Male,27,Men's Kayak Single 200m - KL3,13,NA
Hart Rebecca,USA,United States of America,Equestrian,Female,36,Team Test to Music,3,Bronze
Hart Rebecca,USA,United States of America,Equestrian,Female,36,Individual Test - Grade III,11,NA
Hartvikson Winona,CAN,Canada,Equestrian,Female,62,Team Test to Music,10,NA
Hartvikson Winona,CAN,Canada,Equestrian,Female,62,Individual Test - Grade I,9,NA
Harvey Grace,GBR,Great Britain,Swimming,Female,23,Women's 400m Freestyle - S6,7,NA
Harvey Grace,GBR,Great Britain,Swimming,Female,23,Women's 100m Backstroke - S6,NA,NA
Harvey Grace,GBR,Great Britain,Swimming,Female,23,Women's 100m Breaststroke - SB5,2,Silver
Harvey Grace,GBR,Great Britain,Swimming,Female,23,Women's 50m Butterfly - S6,NA,NA
Harvey Grace,GBR,Great Britain,Swimming,Female,23,Women's 200m Individual Medley - SM6,6,NA
Harvey Grace,GBR,Great Britain,Swimming,Female,23,Women's 4x100m Freestyle Relay - 34 Pts,NA,NA
Hary Susanto,INA,Indonesia,Badminton,Male,46,Men's Singles SL4,5,NA
Hary Susanto,INA,Indonesia,Badminton,Male,46,Mixed Doubles SL3-SU5,1,Gold
Hasegawa Yuki,JPN,Japan,Wheelchair Rugby,Male,28,Mixed,3,Bronze
Hashimoto Katsuya,JPN,Japan,Wheelchair Rugby,Male,19,Mixed,3,Bronze
Hassan Gehan,EGY,Egypt,Powerlifting,Female,49,Women's -79 kg,6,NA
Hassan Hamada,EGY,Egypt,Athletics,Male,37,Men's High Jump - T63,8,NA
Hassanin Salah,EGY,Egypt,Sitting Volleyball,Male,46,Men,5,NA
Hastuti Hanik Puji,INA,Indonesia,Shooting,Female,25,R2 - Women's 10m Air Rifle Standing SH1,13,NA
Hata Yukako,JPN,Japan,Triathlon,Female,40,Women's PTS2,6,NA
Hattab Abderrazak,MAR,Morocco,Football 5-a-side,Male,30,Men,3,Bronze
Hatz Beatriz,USA,United States of America,Athletics,Female,20,Women's 100m - T64,6,NA
Hatz Beatriz,USA,United States of America,Athletics,Female,20,Women's 200m - T64,6,NA
Hatz Beatriz,USA,United States of America,Athletics,Female,20,Women's Long Jump - T64,5,NA
Hawtin Melanie,CAN,Canada,Wheelchair Basketball,Female,33,Women,5,NA
Haxton Blake,USA,United States of America,Rowing,Male,30,PR1 Men's Single Sculls - PR1M1x,10,NA
Haxton Steven,USA,United States of America,Canoe Sprint,Male,30,Men's Va'a Single 200m - VL2,2,Silver
Hayes Kirralee,AUS,Australia,Swimming,Female,17,Women's 50m Freestyle - S13,NA,NA
Hayes Kirralee,AUS,Australia,Swimming,Female,17,Women's 100m Butterfly - S13,NA,NA
Hayes Terry,USA,United States of America,Wheelchair Fencing,Female,63,Women's Épée Individual - Category B,14,NA
Hayes Terry,USA,United States of America,Wheelchair Fencing,Female,63,Women's Sabre Individual - Category B,12,NA
Hayes Terry,USA,United States of America,Wheelchair Fencing,Female,63,Women's Foil Team,8,NA
Hayes Terry,USA,United States of America,Wheelchair Fencing,Female,63,Women's Épée Team,7,NA
Hazor Barak,ISR,Israel,Rowing,Male,35,PR3 Mixed Coxed Four - PR3Mix4+,6,NA
He Shanshan,CHN,People's Republic of China,Athletics,Female,22,Women's 1500m - T11,6,NA
He Zihao,CHN,People's Republic of China,Archery,Male,27,Men's Individual Compound - Open,1,Gold
He Zihao,CHN,People's Republic of China,Archery,Male,27,Mixed Team Compound - Open,1,Gold
Hebert Matthieu,CAN,Canada,Wheelchair Fencing,Male,53,Men's Foil Individual - Category A,15,NA
Hebert Matthieu,CAN,Canada,Wheelchair Fencing,Male,53,Men's Sabre Individual - Category A,15,NA
Heckel Sonia,FRA,France,Boccia,Female,32,Pairs - BC3,9,NA
Hedges Robert,CAN,Canada,Wheelchair Basketball,Male,41,Men,8,NA
Heidari Hamed,AZE,Azerbaijan,Athletics,Male,30,Men's Javelin Throw - F57,1,Gold
Heikkinen Marjaana,FIN,Finland,Athletics,Female,54,Women's Javelin Throw - F34,3,Bronze
Heims Jessica,USA,United States of America,Athletics,Female,22,Women's Discus Throw - F64,5,NA
Hekimoglu Bahattin,TUR,Turkey,Archery,Male,31,Men's Individual - W1,3,Bronze
Hell Tobias,GER,Germany,Wheelchair Basketball,Male,21,Men,7,NA
Hendriks Olivier,NED,Netherlands,Athletics,Male,18,Men's 100m - T64,NA,NA
Hendriks Olivier,NED,Netherlands,Athletics,Male,18,Men's 400m - T62,2,Silver
Henly Guy,AUS,Australia,Athletics,Male,34,Men's Discus Throw - F37,4,NA
Hennagir Ray,USA,United States of America,Wheelchair Rugby,Male,35,Mixed,2,Silver
Hennessy Brianna,CAN,Canada,Canoe Sprint,Female,36,Women's Kayak Single 200m - KL1,8,NA
Hennessy Brianna,CAN,Canada,Canoe Sprint,Female,36,Women's Va'a Single 200m - VL2,5,NA
Hennouni-bouzidi Redouane,FRA,France,Athletics,Male,32,Men's 1500m - T38,4,NA
Hensen Querijn,NED,Netherlands,Swimming,Male,20,Men's 50m Freestyle - S10,NA,NA
Hensen Querijn,NED,Netherlands,Swimming,Male,20,Men's 100m Backstroke - S10,6,NA
Hensen Querijn,NED,Netherlands,Swimming,Male,20,Men's 4x100m Medley Relay - 34 Points,5,NA
Henshaw Charlotte,GBR,Great Britain,Canoe Sprint,Female,34,Women's Kayak Single 200m - KL2,1,Gold
Herath Mudiyanselage Dinesh Priyan.,SRI,Sri Lanka,Athletics,Male,35,Men's Javelin Throw - F46,1,Gold
Heredia Nahuel,ARG,Argentina,Football 5-a-side,Male,26,Men,2,Silver
Hermes Mcclain,USA,United States of America,Swimming,Female,20,Women's 400m Freestyle - S11,6,NA
Hermes Mcclain,USA,United States of America,Swimming,Female,20,Women's 100m Backstroke - S11,NA,NA
Hermes Mcclain,USA,United States of America,Swimming,Female,20,Women's 100m Breaststroke - SB11,NA,NA
Hermes Mcclain,USA,United States of America,Swimming,Female,20,Women's 200m Individual Medley - SM11,NA,NA
Hermosa Rodrigo,PAR,Paraguay,Swimming,Male,18,Men's 50m Freestyle - S9,NA,NA
Hernandez Florian Martha Liliana,COL,Colombia,Athletics,Female,33,Women's Shot Put - F36,5,NA
Hernandez Godinez Mayra Alejandra,MEX,Mexico,Powerlifting,Female,31,Women's -50 kg,NA,NA
Hernandez Hernandez Jesus,MEX,Mexico,Swimming,Male,29,Men's 50m Freestyle - S3,4,NA
Hernandez Hernandez Jesus,MEX,Mexico,Swimming,Male,29,Men's 200m Freestyle - S3,3,Bronze
Hernandez Hernandez Jesus,MEX,Mexico,Swimming,Male,29,Men's 50m Backstroke - S3,4,NA
Hernandez Hernandez Jesus,MEX,Mexico,Swimming,Male,29,Men's 50m Breaststroke - SB2,3,Bronze
Hernandez Hernandez Jesus,MEX,Mexico,Swimming,Male,29,Men's 150m Individual Medley - SM3,1,Gold
Hernandez Jhon,COL,Colombia,Wheelchair Basketball,Male,28,Men,11,NA
Hernandez Santos Isabel Yinghua,ESP,Spain,Swimming,Female,26,Women's 50m Freestyle - S10,NA,NA
Hernandez Santos Isabel Yinghua,ESP,Spain,Swimming,Female,26,Women's 100m Backstroke - S10,NA,NA
Hernandez Santos Isabel Yinghua,ESP,Spain,Swimming,Female,26,Women's 100m Butterfly - S10,6,NA
Hernandez Santos Isabel Yinghua,ESP,Spain,Swimming,Female,26,Women's 4x100m Medley Relay - 34 Points,5,NA
Hernandez Torres Karina Amayrani,MEX,Mexico,Swimming,Female,27,Women's 50m Backstroke - S5,NA,NA
Hernandez Wiunawis Nairobys,VEN,Venezuela,Powerlifting,Female,47,Women's -55 kg,8,NA
Herrmann Frances,GER,Germany,Athletics,Female,32,Women's Javelin Throw - F34,2,Silver
Herzog Sophia,USA,United States of America,Swimming,Female,24,Women's 100m Breaststroke - SB6,3,Bronze
Herzog Sophia,USA,United States of America,Swimming,Female,24,Women's 50m Butterfly - S6,NA,NA
Herzog Sophia,USA,United States of America,Swimming,Female,24,Women's 200m Individual Medley - SM6,7,NA
Hetti Arachchige Chaminda Sampath .,SRI,Sri Lanka,Athletics,Male,39,Men's Javelin Throw - F64,9,NA
Hewett Alfie,GBR,Great Britain,Wheelchair Tennis,Male,23,Men's Singles,4,NA
Hewett Alfie,GBR,Great Britain,Wheelchair Tennis,Male,23,Men's Doubles,2,Silver
Hewitt Robert,NZL,New Zealand,Wheelchair Rugby,Male,37,Mixed,8,NA
Hext Suzanna,GBR,Great Britain,Swimming,Female,32,Women's 100m Freestyle - S5,4,NA
Hext Suzanna,GBR,Great Britain,Swimming,Female,32,Women's 200m Freestyle - S5,4,NA
Hext Suzanna,GBR,Great Britain,Swimming,Female,32,Women's 50m Backstroke - S5,NA,NA
Hext Suzanna,GBR,Great Britain,Swimming,Female,32,Women's 100m Breaststroke - SB4,NA,NA
Hicks Darren,AUS,Australia,Cycling Road,Male,36,Men's C1-3 Road Race,12,NA
Hicks Darren,AUS,Australia,Cycling Road,Male,36,Men's C2 Time Trial,1,Gold
Hicks Darren,AUS,Australia,Cycling Track,Male,36,Men's C2 3000m Individual Pursuit,2,Silver
Hicks Darren,AUS,Australia,Cycling Track,Male,36,Mixed C1-5 750m Team Sprint,9,NA
Hidaka Koji,JPN,Japan,Sitting Volleyball,Male,53,Men,8,NA
Hidalgo Arlen,NCA,Nicaragua,Athletics,Female,37,Women's 1500m - T11,NA,NA
Higgins Colin,CAN,Canada,Wheelchair Basketball,Male,30,Men,8,NA
Hightower Erik,USA,United States of America,Athletics,Male,35,Men's 100m - T54,NA,NA
Higuchi Masayuki,JPN,Japan,Athletics,Male,42,Men's 1500m - T54,NA,NA
Higuchi Masayuki,JPN,Japan,Athletics,Male,42,Men's 5000m - T54,8,NA
Hilario Rimas Israel,PER,Peru,Cycling Road,Male,46,Men's C1-3 Road Race,15,NA
Hilario Rimas Israel,PER,Peru,Cycling Road,Male,46,Men's C2 Time Trial,6,NA
Hili Abdeslam,MAR,Morocco,Athletics,Male,24,Men's 100m - T12,NA,NA
Hili Abdeslam,MAR,Morocco,Athletics,Male,24,Men's 400m - T12,1,Gold
Hill Jamal,USA,United States of America,Swimming,Male,26,Men's 50m Freestyle - S9,3,Bronze
Hill Jamal,USA,United States of America,Swimming,Male,26,Men's 100m Freestyle - S10,NA,NA
Hill Jamal,USA,United States of America,Swimming,Male,26,Men's 4x100m Freestyle Relay - 34 Points,8,NA
Hill Jamal,USA,United States of America,Swimming,Male,26,Men's 4x100m Medley Relay - 34 Points,NA,NA
Hills Stephen,NZL,New Zealand,Cycling Road,Male,39,Men's T1-2 Road Race,6,NA
Hills Stephen,NZL,New Zealand,Cycling Road,Male,39,Men's T1-2 Time Trial,8,NA
Hiltrop Natascha,GER,Germany,Shooting,Female,29,R2 - Women's 10m Air Rifle Standing SH1,11,NA
Hiltrop Natascha,GER,Germany,Shooting,Female,29,R3 - Mixed 10m Air Rifle Prone SH1,1,Gold
Hiltrop Natascha,GER,Germany,Shooting,Female,29,R6 - Mixed 50m Rifle Prone SH1,5,NA
Hiltrop Natascha,GER,Germany,Shooting,Female,29,R8 - Women's 50m Rifle 3 Positions SH1,2,Silver
Hinata Satoru,JPN,Japan,Football 5-a-side,Male,36,Men,5,NA
Hindi Ahmad,JOR,Jordan,Athletics,Male,25,Men's Shot Put - F34,1,Gold
Hines Shauna Kay,JAM,Jamaica,Taekwondo,Female,32,Women K44 -58kg,9,NA
Hinze Nate,USA,United States of America,Wheelchair Basketball,Male,33,Men,1,Gold
Hipwell Will,GBR,Great Britain,Boccia,Male,34,Individual - BC2,22,NA
Hipwell Will,GBR,Great Britain,Boccia,Male,34,Team - BC1/BC2,8,NA
Hirai Miki,JPN,Japan,Wheelchair Basketball,Female,39,Women,6,NA
Hirai Takaaki,JPN,Japan,Judo,Male,39,Men -60 kg,7,NA
Hirose Haruka,JPN,Japan,Judo,Male,42,Men -90 kg,7,NA
Hirose Junko,JPN,Japan,Judo,Female,30,Women -57 kg,5,NA
Hirose Takayuki,JPN,Japan,Boccia,Male,37,Individual - BC2,12,NA
Hirose Takayuki,JPN,Japan,Boccia,Male,37,Team - BC1/BC2,3,Bronze
Hirschfield Trevor,CAN,Canada,Wheelchair Rugby,Male,37,Mixed,5,NA
Hirth Trevor,AUS,Australia,Table Tennis,Male,37,Men's Team - Classes 6-7,5,NA
Hirth Trevor,AUS,Australia,Table Tennis,Male,37,Men's Singles - Class 6,NA,NA
Hivernat Jonathan,FRA,France,Wheelchair Rugby,Male,30,Mixed,6,NA
Ho Yuen Kei,HKG,"Hong Kong, China",Boccia,Female,27,Individual - BC3,9,NA
Ho Yuen Kei,HKG,"Hong Kong, China",Boccia,Female,27,Pairs - BC3,4,NA
Hoang Yen,USA,United States of America,Athletics,Female,24,Women's 100m - T53,9,NA
Hoang Yen,USA,United States of America,Athletics,Female,24,Women's 400m - T53,NA,NA
Hoang Yen,USA,United States of America,Athletics,Female,24,Women's 800m - T53,8,NA
Hodge Timothy,AUS,Australia,Swimming,Male,20,Men's 100m Backstroke - S9,3,Bronze
Hodge Timothy,AUS,Australia,Swimming,Male,20,Men's 100m Butterfly - S9,5,NA
Hodge Timothy,AUS,Australia,Swimming,Male,20,Men's 200m Individual Medley - SM9,2,Silver
Hodge Timothy,AUS,Australia,Swimming,Male,20,Men's 4x100m Medley Relay - 34 Points,2,Silver
Hodgetts Todd,AUS,Australia,Athletics,Male,33,Men's Shot Put - F20,NA,NA
Hodgson Jack,GBR,Great Britain,Judo,Male,24,Men +100 kg,9,NA
Hoerauf Oliver,GER,Germany,Goalball,Male,24,Men,9,NA
Hoet Griet,BEL,Belgium,Cycling Road,Female,43,Women's B Road Race,NA,NA
Hoet Griet,BEL,Belgium,Cycling Road,Female,43,Women's B Time Trial,7,NA
Hoet Griet,BEL,Belgium,Cycling Track,Female,43,Women's B 3000m Individual Pursuit,4,NA
Hoet Griet,BEL,Belgium,Cycling Track,Female,43,Women's B 1000m Time Trial,3,Bronze
Hollander Megan,NED,Netherlands,Badminton,Female,23,Women's Singles SU5,7,NA
Hollermann Rose,USA,United States of America,Wheelchair Basketball,Female,25,Women,3,Bronze
Holloway Kathryn,USA,United States of America,Sitting Volleyball,Female,35,Women,1,Gold
Holt Isis,AUS,Australia,Athletics,Female,20,Women's 100m - T35,2,Silver
Holt Isis,AUS,Australia,Athletics,Female,20,Women's 200m - T35,2,Silver
Homhual Jakarin,THA,Thailand,Badminton,Male,32,Men's Singles WH1,5,NA
Homhual Jakarin,THA,Thailand,Badminton,Male,32,Men's Doubles WH,4,NA
Homjanthuek Praphaporn,THA,Thailand,Archery,Female,35,Women's Individual Compound - Open,17,NA
Homjanthuek Praphaporn,THA,Thailand,Archery,Female,35,Mixed Team Compound - Open,9,NA
Hontar Anna,UKR,Ukraine,Swimming,Female,17,Women's 50m Freestyle - S6,3,Bronze
Hontar Anna,UKR,Ukraine,Swimming,Female,17,Women's 100m Backstroke - S6,7,NA
Hontar Anna,UKR,Ukraine,Swimming,Female,17,Women's 50m Butterfly - S6,NA,NA
Hontar Anna,UKR,Ukraine,Swimming,Female,17,Women's 200m Individual Medley - SM6,NA,NA
Hontar Anna,UKR,Ukraine,Swimming,Female,17,Mixed 4x50m Freestyle Relay - 20 Points,4,NA
Hooker Velasquez Dixon De Jesus,COL,Colombia,Athletics,Male,27,Men's 400m - T38,8,NA
Hooper Bayleigh,CAN,Canada,Rowing,Female,22,PR3 Mixed Coxed Four - PR3Mix4+,8,NA
Hordies Maxime,BEL,Belgium,Cycling Road,Male,25,Men's H1-2 Road Race,NA,NA
Hordies Maxime,BEL,Belgium,Cycling Road,Male,25,Men's H1 Time Trial,3,Bronze
Horikoshi Tadashi,JPN,Japan,Athletics,Male,33,Men's Marathon - T12,3,Bronze
Horrie Erik,AUS,Australia,Rowing,Male,41,PR1 Men's Single Sculls - PR1M1x,2,Silver
Horsburgh Meica Jayne,AUS,Australia,Goalball,Female,32,Women,8,NA
Hose Josh,AUS,Australia,Wheelchair Rugby,Male,34,Mixed,4,NA
Hosmar Frank,NED,Netherlands,Equestrian,Male,53,Team Test to Music,2,Silver
Hosmar Frank,NED,Netherlands,Equestrian,Male,53,Individual Test - Grade V,3,Bronze
Hosmar Frank,NED,Netherlands,Equestrian,Male,53,Individual Freestyle Test - Grade V,2,Silver
Hosseini Jed Seyed Mohammad Hossein,IRI,Islamic Republic of Iran,Sitting Volleyball,Male,34,Men,1,Gold
Houdet Stephane,FRA,France,Wheelchair Tennis,Male,50,Men's Singles,5,NA
Houdet Stephane,FRA,France,Wheelchair Tennis,Male,50,Men's Doubles,1,Gold
Houndalowan Marina Charlotte,BEN,Benin,Athletics,Female,37,Women's Shot Put - F57,13,NA
Houston Eva,USA,United States of America,Athletics,Female,20,Women's 100m - T34,8,NA
Houston Eva,USA,United States of America,Athletics,Female,20,Women's 800m - T34,6,NA
Howarth Nikita,NZL,New Zealand,Swimming,Female,22,Women's 100m Breaststroke - SB7,4,NA
Howarth Nikita,NZL,New Zealand,Swimming,Female,22,Women's 50m Butterfly - S7,6,NA
Howe Jake,AUS,Australia,Wheelchair Rugby,Male,30,Mixed,4,NA
Hrehorowicz Igor,POL,Poland,Swimming,Male,18,Men's 400m Freestyle - S9,7,NA
Hrehorowicz Igor,POL,Poland,Swimming,Male,18,Men's 100m Butterfly - S9,NA,NA
Hrehorowicz Igor,POL,Poland,Swimming,Male,18,Men's 200m Individual Medley - SM9,NA,NA
Hryb Uladzislau,BLR,Belarus,Athletics,Male,24,Men's Club Throw - F51,6,NA
Hu Dandan,CHN,People's Republic of China,Powerlifting,Female,32,Women's -50 kg,1,Gold
Hu Daoliang,CHN,People's Republic of China,Wheelchair Fencing,Male,41,Men's Foil Individual - Category B,2,Silver
Hu Daoliang,CHN,People's Republic of China,Wheelchair Fencing,Male,41,Men's Épée Individual - Category B,8,NA
Hu Daoliang,CHN,People's Republic of China,Wheelchair Fencing,Male,41,Men's Foil Team,1,Gold
Hu Daoliang,CHN,People's Republic of China,Wheelchair Fencing,Male,41,Men's Épée Team,2,Silver
Hu Huizi,CHN,People's Republic of China,Sitting Volleyball,Female,20,Women,2,Silver
Hu Mingyao,CHN,People's Republic of China,Goalball,Male,26,Men,2,Silver
Hu Peng,CHN,People's Republic of China,Powerlifting,Male,32,Men's -72 kg,NA,NA
Hu Yang,CHN,People's Republic of China,Athletics,Male,24,Men's 100m - T54,6,NA
Hu Yang,CHN,People's Republic of China,Athletics,Male,24,Men's 5000m - T54,NA,NA
Hua Dongdong,CHN,People's Republic of China,Swimming,Male,22,Men's 50m Freestyle - S11,2,Silver
Hua Dongdong,CHN,People's Republic of China,Swimming,Male,22,Men's 400m Freestyle - S11,3,Bronze
Hua Dongdong,CHN,People's Republic of China,Swimming,Male,22,Men's 100m Butterfly - S11,7,NA
Hua Dongdong,CHN,People's Republic of China,Swimming,Male,22,Men's 200m Individual Medley - SM11,NA,NA
Hua Dongdong,CHN,People's Republic of China,Swimming,Male,22,Mixed 4x100m Freestyle Relay - 49 Points,6,NA
Huadpradit Witsanu,THA,Thailand,Boccia,Male,37,Individual - BC1,8,NA
Huadpradit Witsanu,THA,Thailand,Boccia,Male,37,Team - BC1/BC2,1,Gold
Huang Huimin,CHN,People's Republic of China,Wheelchair Tennis,Female,31,Women's Singles,17,NA
Huang Huimin,CHN,People's Republic of China,Wheelchair Tennis,Female,31,Women's Doubles,5,NA
Huang Jinlian,CHN,People's Republic of China,Wheelchair Tennis,Female,33,Women's Singles,9,NA
Huang Jinlian,CHN,People's Republic of China,Wheelchair Tennis,Female,33,Women's Doubles,5,NA
Huang Wenjuan,CHN,People's Republic of China,Table Tennis,Female,16,Women's Team - Classes 6-8,1,Gold
Huang Wenjuan,CHN,People's Republic of China,Table Tennis,Female,16,Women's Singles - Class 8,2,Silver
Huang Xiaolian,CHN,People's Republic of China,Wheelchair Basketball,Female,30,Women,2,Silver
Huang Xing,CHN,People's Republic of China,Shooting,Male,35,P1 - Men's 10m Air Pistol SH1,2,Silver
